id,sex_cat_sen,age_sen,race_cat_sen,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree_cat,went_to_jail_cat,days_jail,predict_feat,age_sen_cat,training
6690,Male,25,African-American,0,1,0,7,F,False,21,1,25_to_45,1
10480,Male,52,African-American,0,0,0,17,F,False,30,0,45_to_65,1
7976,Male,37,Caucasian,0,0,0,8,F,True,1,1,25_to_45,1
5507,Male,43,Other,0,0,0,2,M,False,0,0,25_to_45,1
10367,Male,32,African-American,0,0,0,4,F,False,2,0,25_to_45,1
628,Male,25,Caucasian,0,0,0,0,M,True,1,0,25_to_45,1
5098,Male,27,African-American,0,0,0,7,F,True,5,1,25_to_45,1
3212,Male,25,African-American,0,0,0,0,F,True,2,0,25_to_45,1
1714,Male,27,Caucasian,0,0,0,1,F,False,230,1,25_to_45,1
1474,Female,20,African-American,0,0,0,0,F,False,2,0,18_to_25,1
6783,Female,47,African-American,0,1,1,21,M,True,22,1,45_to_65,1
9648,Male,51,Caucasian,0,0,0,3,F,False,7,0,45_to_65,1
7682,Female,26,African-American,0,0,0,1,F,False,4,1,25_to_45,1
439,Male,30,African-American,0,0,0,2,F,False,84,0,25_to_45,1
1562,Male,26,Hispanic,0,0,0,0,F,False,3,0,25_to_45,1
8816,Male,35,Caucasian,0,0,0,0,F,False,1,0,25_to_45,1
416,Male,52,African-American,0,0,0,3,F,True,25,0,45_to_65,1
2060,Male,31,African-American,0,0,0,3,F,False,1,0,25_to_45,1
8147,Male,32,African-American,0,6,5,17,F,False,113,1,25_to_45,1
9515,Male,26,African-American,0,0,0,1,F,False,1,0,25_to_45,1
7070,Male,22,African-American,0,0,0,2,F,False,50,0,18_to_25,1
4269,Male,30,African-American,0,0,0,12,F,True,0,1,25_to_45,1
10967,Male,34,African-American,0,0,0,3,M,False,3,0,25_to_45,1
1202,Male,32,African-American,0,0,1,22,F,True,1,1,25_to_45,1
6441,Male,36,African-American,0,0,0,4,F,False,2,0,25_to_45,1
7250,Male,56,African-American,0,0,0,9,F,False,0,0,45_to_65,1
5391,Female,38,Caucasian,0,0,0,3,F,False,1,0,25_to_45,1
10399,Male,34,Caucasian,0,0,0,1,F,False,1,0,25_to_45,1
68,Male,49,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
2186,Male,43,Caucasian,0,0,0,1,F,True,65,0,25_to_45,1
4029,Male,28,Hispanic,0,0,0,0,M,False,3,0,25_to_45,1
10145,Female,44,Hispanic,0,0,0,0,M,False,2,0,25_to_45,1
3499,Female,30,African-American,0,3,2,14,F,True,6,1,25_to_45,1
8724,Male,42,African-American,1,0,0,7,F,True,2,1,25_to_45,1
6804,Male,43,Caucasian,0,0,0,2,F,True,6,0,25_to_45,1
10839,Male,38,African-American,2,3,0,16,M,True,34,1,25_to_45,1
2484,Male,50,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
2320,Female,22,African-American,0,0,1,0,F,True,1,0,18_to_25,1
5810,Male,42,African-American,0,0,0,10,M,True,1,0,25_to_45,1
2934,Male,25,African-American,0,0,0,1,F,False,1,0,25_to_45,1
7655,Male,55,Other,0,0,0,4,F,False,6,0,45_to_65,1
3646,Male,31,Caucasian,0,0,0,11,F,True,12,0,25_to_45,1
7711,Male,20,African-American,0,0,0,0,F,False,1,0,18_to_25,1
25,Male,64,African-American,0,0,0,13,F,True,2,0,45_to_65,1
8193,Male,20,African-American,0,0,0,0,F,False,2,0,18_to_25,1
6999,Male,22,African-American,0,0,0,0,F,False,0,0,18_to_25,1
3858,Female,33,African-American,0,0,0,3,F,False,10,0,25_to_45,1
6691,Female,28,Caucasian,0,0,0,7,F,False,145,1,25_to_45,1
9446,Male,31,Other,0,0,0,3,F,False,0,0,25_to_45,1
3087,Male,31,African-American,0,0,0,2,F,True,4,0,25_to_45,1
2006,Male,22,African-American,0,0,0,0,F,False,1,1,18_to_25,1
5400,Male,25,African-American,0,1,0,9,F,False,13,0,25_to_45,1
6651,Female,33,African-American,0,0,0,3,M,False,3,0,25_to_45,1
6885,Female,28,Other,0,0,0,0,M,False,1,0,25_to_45,1
5534,Male,35,Hispanic,0,0,0,5,M,False,1,0,25_to_45,1
4021,Male,39,African-American,0,0,0,1,F,False,5,0,25_to_45,1
1239,Male,33,African-American,0,0,0,5,M,False,6,1,25_to_45,1
1905,Male,27,Other,0,0,0,0,F,False,3,0,25_to_45,1
2794,Male,27,Caucasian,0,1,3,4,M,False,2,0,25_to_45,1
7110,Male,25,Caucasian,0,0,1,1,F,False,0,0,25_to_45,1
2925,Male,62,Hispanic,0,0,0,0,M,False,2,0,45_to_65,1
2524,Male,21,Other,0,0,0,0,M,False,1,0,18_to_25,1
6428,Female,43,Caucasian,0,0,0,22,M,True,27,1,25_to_45,1
7869,Female,23,African-American,0,0,0,2,F,True,2,0,18_to_25,1
6424,Male,45,Hispanic,0,0,0,1,M,False,1,0,45_to_65,1
9310,Male,56,Caucasian,0,0,0,5,F,False,239,0,45_to_65,1
5403,Male,32,African-American,0,0,0,8,F,True,3,1,25_to_45,1
4927,Female,25,African-American,0,0,0,4,F,True,1,0,25_to_45,1
5772,Male,38,Caucasian,0,0,0,5,F,True,1,0,25_to_45,1
3390,Male,48,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
6492,Male,30,Caucasian,0,0,0,1,M,False,36,0,25_to_45,1
4478,Male,56,African-American,0,0,0,24,F,False,7,1,45_to_65,1
9326,Male,35,Caucasian,0,0,0,3,M,False,1,0,25_to_45,1
80,Male,24,African-American,0,0,0,2,F,True,2,0,18_to_25,1
4672,Male,48,Caucasian,0,0,0,20,F,True,47,1,45_to_65,1
8162,Male,48,Asian,0,0,0,0,F,False,3,0,45_to_65,1
8009,Male,31,African-American,1,1,1,13,F,False,2,1,25_to_45,1
2387,Male,21,Caucasian,0,0,0,0,F,True,5,1,18_to_25,1
8891,Male,56,Caucasian,0,0,0,17,F,True,24,0,45_to_65,1
8465,Male,21,African-American,0,0,0,0,F,False,3,0,18_to_25,1
10625,Male,23,African-American,0,0,0,0,F,False,2,0,18_to_25,1
5544,Female,24,African-American,0,0,0,2,F,False,2,0,18_to_25,1
7913,Male,30,African-American,0,0,0,4,M,False,6,1,25_to_45,1
3552,Male,28,Caucasian,0,0,0,0,M,False,14,0,25_to_45,1
1253,Male,21,Other,0,0,0,0,F,True,2,0,18_to_25,1
7027,Male,49,African-American,0,0,0,0,M,True,5,0,45_to_65,1
351,Male,28,Caucasian,0,0,0,1,F,False,7,0,25_to_45,1
5460,Male,25,African-American,1,2,0,9,F,True,50,1,25_to_45,1
189,Male,52,Caucasian,0,0,0,3,M,False,1,1,45_to_65,1
2194,Female,42,African-American,0,0,0,2,M,False,35,0,25_to_45,1
6548,Male,21,African-American,0,0,2,1,F,True,2,0,18_to_25,1
4556,Female,33,African-American,0,0,0,3,M,False,2,0,25_to_45,1
1482,Female,23,African-American,0,0,0,6,M,False,18,0,18_to_25,1
10437,Male,27,Caucasian,0,0,1,2,M,True,2,0,25_to_45,1
5924,Male,28,African-American,0,0,0,7,M,False,0,0,25_to_45,1
4888,Male,59,African-American,0,0,0,3,F,True,9,0,45_to_65,1
5207,Female,37,Caucasian,0,0,0,2,F,False,2,1,25_to_45,1
9285,Male,47,African-American,0,0,0,3,F,False,2,0,45_to_65,1
6511,Male,29,African-American,0,0,0,1,M,False,100,0,25_to_45,1
2666,Female,34,African-American,0,0,0,5,F,True,25,0,25_to_45,1
8855,Male,49,Caucasian,0,0,0,12,F,False,3,0,45_to_65,1
9220,Male,29,Caucasian,0,0,0,0,M,False,0,0,25_to_45,1
6143,Male,55,African-American,0,0,0,5,F,True,4,0,45_to_65,1
1588,Male,35,African-American,0,0,0,1,M,True,2,1,25_to_45,1
6943,Female,24,African-American,0,0,0,4,F,True,3,0,18_to_25,1
10536,Male,26,African-American,0,0,0,8,F,True,2,1,25_to_45,1
10651,Male,23,Caucasian,0,0,0,0,M,False,1,0,18_to_25,1
2856,Male,26,African-American,0,0,0,6,F,False,2,0,25_to_45,1
8503,Male,30,African-American,0,0,0,1,M,False,1,0,25_to_45,1
4387,Male,28,African-American,0,1,0,6,F,False,3,1,25_to_45,1
9089,Male,37,Caucasian,0,0,0,2,M,False,13,0,25_to_45,1
3295,Male,44,Hispanic,0,0,0,0,M,False,1,0,25_to_45,1
5321,Female,22,Caucasian,0,0,0,2,M,True,3,0,18_to_25,1
511,Male,33,Other,0,0,0,3,F,False,4,0,25_to_45,1
3328,Female,21,African-American,1,0,0,1,F,True,1,0,18_to_25,1
9189,Male,48,Caucasian,0,0,0,6,F,False,6,0,45_to_65,1
9182,Female,30,African-American,0,0,0,11,F,True,7,0,25_to_45,1
2862,Male,26,African-American,0,0,0,1,F,True,1,0,25_to_45,1
1222,Male,30,African-American,0,0,0,17,F,True,5,1,25_to_45,1
3009,Male,56,Hispanic,0,0,0,8,M,False,0,0,45_to_65,1
5728,Female,30,African-American,0,0,0,1,F,False,1,0,25_to_45,1
2594,Male,49,African-American,0,0,0,1,F,False,25,0,45_to_65,1
6074,Male,48,Other,0,0,0,7,F,False,1,0,45_to_65,1
5155,Male,28,African-American,0,0,0,18,F,False,13,1,25_to_45,1
10333,Male,40,Other,0,0,0,1,F,False,2,0,25_to_45,1
8723,Male,37,Hispanic,0,0,0,9,F,False,3,0,25_to_45,1
745,Female,30,Caucasian,0,0,0,0,M,False,2,0,25_to_45,1
8316,Male,30,Hispanic,0,0,0,6,M,False,1,0,25_to_45,1
6322,Male,29,Caucasian,0,0,0,3,F,False,1,0,25_to_45,1
1848,Male,44,Caucasian,0,0,0,0,F,True,9,0,25_to_45,1
1256,Male,48,African-American,1,0,0,25,F,True,7,1,45_to_65,1
2268,Female,25,Caucasian,0,0,0,5,F,False,1,0,25_to_45,1
32,Male,43,Caucasian,0,0,0,1,M,False,2,0,25_to_45,1
3136,Female,33,Caucasian,0,0,0,0,M,False,1,0,25_to_45,1
7963,Male,33,Hispanic,0,0,0,0,M,False,1,0,25_to_45,1
5994,Female,21,African-American,0,0,0,0,F,True,2,1,18_to_25,1
10647,Female,50,Caucasian,0,0,0,3,F,True,58,0,45_to_65,1
5183,Male,24,African-American,0,0,0,1,M,False,3,0,18_to_25,1
2258,Female,21,Caucasian,0,0,0,0,F,True,1,0,18_to_25,1
8173,Female,38,Caucasian,0,0,0,1,M,False,17,0,25_to_45,1
7823,Female,45,Caucasian,0,0,0,0,F,True,1,1,45_to_65,1
2511,Male,37,Hispanic,0,0,1,2,M,False,2,0,25_to_45,1
6960,Female,31,African-American,0,0,0,0,F,False,3,0,25_to_45,1
9253,Male,40,Caucasian,0,0,0,4,F,False,2,0,25_to_45,1
4106,Male,44,Caucasian,0,0,0,6,F,False,271,0,25_to_45,1
9027,Female,28,African-American,0,0,0,0,M,True,0,1,25_to_45,1
2383,Male,29,Other,0,0,0,0,F,False,2,0,25_to_45,1
8019,Female,49,Caucasian,0,0,0,0,F,False,1,0,45_to_65,1
2679,Female,43,Caucasian,0,0,0,0,M,False,0,0,25_to_45,1
9295,Male,30,Hispanic,0,0,0,2,F,False,7,0,25_to_45,1
2787,Female,39,African-American,0,0,0,0,F,False,3,0,25_to_45,1
4983,Male,32,Caucasian,0,2,1,10,F,True,7,0,25_to_45,1
7381,Female,43,African-American,0,0,0,0,F,False,0,0,25_to_45,1
750,Male,29,Caucasian,0,0,0,6,F,True,19,1,25_to_45,1
5060,Male,24,African-American,0,0,0,1,F,True,76,0,18_to_25,1
4152,Male,29,Hispanic,0,0,1,1,M,False,0,0,25_to_45,1
5057,Female,49,African-American,0,0,0,1,F,False,1,0,45_to_65,1
4384,Male,21,African-American,0,0,0,1,F,True,1,1,18_to_25,1
10748,Male,44,Caucasian,0,0,0,1,M,False,1,0,25_to_45,1
9570,Male,22,African-American,0,0,2,0,F,True,8,0,18_to_25,1
5326,Male,34,Caucasian,0,0,0,3,M,True,2,0,25_to_45,1
1523,Female,42,Other,0,0,0,2,M,False,15,0,25_to_45,1
3042,Female,40,African-American,0,0,0,4,M,False,2,0,25_to_45,1
9554,Male,44,Caucasian,0,0,0,0,M,False,3,0,25_to_45,1
841,Male,23,Caucasian,0,0,0,2,F,False,1,0,18_to_25,1
6013,Male,29,Caucasian,0,0,0,2,F,False,23,0,25_to_45,1
7832,Male,40,African-American,0,0,0,8,M,False,44,0,25_to_45,1
8056,Male,36,African-American,0,0,0,1,M,False,1,0,25_to_45,1
3888,Female,50,African-American,0,0,0,5,F,False,0,0,45_to_65,1
9852,Male,21,African-American,0,2,2,2,F,True,2,1,18_to_25,1
1696,Female,35,Hispanic,0,0,0,10,F,False,31,1,25_to_45,1
9119,Male,26,African-American,0,1,1,11,F,True,2,0,25_to_45,1
2109,Male,26,Caucasian,0,0,0,0,F,False,1,0,25_to_45,1
10935,Male,31,Hispanic,1,0,0,7,M,True,2,1,25_to_45,1
2162,Female,37,African-American,0,0,0,0,M,False,6,0,25_to_45,1
7901,Male,25,Caucasian,0,0,0,6,M,False,55,0,25_to_45,1
7546,Male,21,Caucasian,1,0,3,2,M,False,28,1,18_to_25,1
9628,Female,21,African-American,0,0,0,2,F,True,2,1,18_to_25,1
977,Female,22,African-American,0,0,0,0,F,False,2,1,18_to_25,1
5960,Male,55,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
4526,Male,28,Caucasian,0,0,0,5,F,False,21,0,25_to_45,1
8717,Female,43,African-American,0,0,0,0,M,False,2,0,25_to_45,1
7321,Male,27,African-American,0,0,0,0,F,False,1,0,25_to_45,1
8473,Female,34,Caucasian,0,0,0,0,M,True,3,0,25_to_45,1
3656,Male,22,African-American,0,0,0,0,M,False,3,1,18_to_25,1
9271,Male,48,Caucasian,0,0,0,1,M,False,1,0,45_to_65,1
9586,Female,22,African-American,0,0,5,0,M,False,1,0,18_to_25,1
1200,Male,24,African-American,0,0,0,0,F,True,1,0,18_to_25,1
8523,Female,22,Hispanic,0,0,0,1,F,False,1,0,18_to_25,1
6231,Male,49,African-American,0,0,0,1,F,False,6,0,45_to_65,1
8849,Male,23,African-American,0,0,0,1,F,False,1,0,18_to_25,1
1315,Male,24,African-American,0,0,0,0,F,False,3,0,18_to_25,1
3814,Male,25,African-American,0,0,0,2,F,False,19,0,25_to_45,1
2608,Male,26,African-American,0,0,0,0,M,False,1,0,25_to_45,1
1142,Female,37,African-American,0,0,0,0,F,False,38,0,25_to_45,1
7985,Male,35,African-American,0,0,0,0,F,False,2,0,25_to_45,1
7690,Male,46,Caucasian,0,0,0,14,F,True,1,0,45_to_65,1
6706,Male,26,African-American,1,1,0,18,F,True,198,1,25_to_45,1
2197,Male,26,African-American,1,0,0,7,F,True,39,1,25_to_45,1
175,Male,42,Caucasian,0,0,0,1,F,True,1,0,25_to_45,1
9835,Female,53,African-American,0,0,0,3,F,False,3,0,45_to_65,1
2412,Male,25,Caucasian,0,1,0,6,F,False,2,0,25_to_45,1
7160,Male,23,African-American,0,0,1,5,F,True,2,0,18_to_25,1
678,Female,50,African-American,0,0,0,3,F,False,0,0,45_to_65,1
10849,Male,33,African-American,0,0,0,4,M,True,18,0,25_to_45,1
838,Male,44,African-American,0,0,0,1,M,False,1,0,25_to_45,1
7393,Male,20,African-American,0,0,0,0,M,False,12,1,18_to_25,1
1608,Female,50,Caucasian,0,0,0,30,M,False,4,0,45_to_65,1
9344,Male,48,African-American,0,0,0,5,F,True,1,0,45_to_65,1
684,Male,45,African-American,0,0,0,16,F,False,65,0,45_to_65,1
7388,Male,32,Asian,0,0,0,0,M,False,2,0,25_to_45,1
2018,Male,22,African-American,0,3,1,6,F,False,0,1,18_to_25,1
1065,Male,27,African-American,0,1,0,10,F,True,1,1,25_to_45,1
7689,Male,28,African-American,0,0,0,8,F,False,3,1,25_to_45,1
5723,Male,22,African-American,0,0,0,2,M,True,79,0,18_to_25,1
160,Male,59,African-American,0,0,0,14,F,True,110,1,45_to_65,1
786,Female,48,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
692,Male,29,African-American,0,0,0,3,F,False,2,0,25_to_45,1
3158,Male,26,African-American,0,0,0,1,F,False,0,1,25_to_45,1
9740,Male,21,African-American,0,2,0,2,M,True,48,1,18_to_25,1
5892,Female,21,African-American,0,0,0,0,F,True,1,0,18_to_25,1
4414,Male,34,Caucasian,0,0,0,0,M,False,2,0,25_to_45,1
4452,Male,26,African-American,0,0,0,6,F,False,3,1,25_to_45,1
7900,Male,57,African-American,0,0,0,12,F,True,78,1,45_to_65,1
1669,Female,30,Caucasian,0,0,0,5,F,True,8,1,25_to_45,1
6062,Male,57,Caucasian,0,0,0,6,F,False,2,0,45_to_65,1
7553,Female,20,Other,0,0,0,0,M,False,2,0,18_to_25,1
8082,Male,59,African-American,0,0,0,8,F,True,9,1,45_to_65,1
6893,Male,25,African-American,0,0,0,0,F,False,3,0,25_to_45,1
4012,Male,21,African-American,0,0,0,1,F,False,2,0,18_to_25,1
5753,Male,30,Caucasian,0,0,0,0,M,False,57,0,25_to_45,1
6299,Female,20,African-American,0,0,0,0,M,False,1,0,18_to_25,1
4330,Male,42,African-American,0,0,0,1,M,True,7,0,25_to_45,1
2612,Male,39,African-American,0,0,0,1,F,False,0,0,25_to_45,1
10761,Male,24,African-American,0,0,0,4,F,True,4,0,18_to_25,1
5670,Male,18,Caucasian,5,0,0,4,F,False,2,1,18_to_25,1
3528,Female,24,African-American,0,0,0,0,F,False,1,0,18_to_25,1
1430,Male,47,Hispanic,0,0,0,0,M,False,2,0,45_to_65,1
266,Male,54,Hispanic,0,0,0,2,F,False,189,0,45_to_65,1
3168,Male,25,African-American,2,0,0,4,F,True,87,1,25_to_45,1
8449,Male,31,Caucasian,0,0,0,3,M,True,1,0,25_to_45,1
6070,Male,30,African-American,0,0,0,0,M,True,1,0,25_to_45,1
9664,Female,30,Caucasian,0,0,0,3,F,True,1,0,25_to_45,1
10476,Male,26,Caucasian,0,0,0,1,F,False,8,0,25_to_45,1
4604,Male,48,Hispanic,0,0,0,1,M,False,168,0,45_to_65,1
127,Male,50,Other,0,0,0,0,F,True,1,0,45_to_65,1
4862,Male,24,Other,0,0,0,3,M,True,4,1,18_to_25,1
9269,Female,25,African-American,0,0,1,0,M,False,1,0,25_to_45,1
10054,Male,51,African-American,0,0,0,1,F,False,1,0,45_to_65,1
10229,Male,31,African-American,0,0,0,2,F,False,1,0,25_to_45,1
9922,Female,26,African-American,0,1,0,4,F,False,3,0,25_to_45,1
7034,Male,28,Caucasian,0,0,0,2,F,True,3,0,25_to_45,1
5366,Male,52,Caucasian,0,0,0,16,F,True,12,1,45_to_65,1
1924,Male,20,African-American,0,0,0,0,F,True,210,1,18_to_25,1
4647,Male,21,Caucasian,0,0,1,1,M,False,1,0,18_to_25,1
978,Male,30,African-American,0,0,0,0,F,False,3,0,25_to_45,1
8266,Male,26,African-American,0,0,0,3,F,True,0,0,25_to_45,1
10406,Male,43,African-American,0,0,0,2,F,False,0,0,25_to_45,1
1059,Male,24,African-American,0,0,0,1,M,False,2,0,18_to_25,1
2380,Female,28,Hispanic,0,0,0,2,M,False,8,0,25_to_45,1
2754,Female,31,Caucasian,0,0,0,0,M,False,5,1,25_to_45,1
5484,Male,57,Caucasian,0,0,0,1,F,False,18,0,45_to_65,1
10952,Male,34,Caucasian,0,0,0,1,F,False,1,0,25_to_45,1
687,Male,20,Other,0,0,1,0,F,True,23,1,18_to_25,1
6377,Male,27,Caucasian,0,0,0,2,F,True,1,0,25_to_45,1
8120,Male,37,African-American,3,0,0,12,M,False,53,1,25_to_45,1
7109,Male,55,Caucasian,0,0,0,0,F,False,1,0,45_to_65,1
6101,Male,27,Caucasian,0,0,0,0,M,False,1,0,25_to_45,1
8196,Male,51,Caucasian,0,0,0,8,F,True,2,0,45_to_65,1
10272,Male,22,African-American,0,0,0,0,M,False,2,0,18_to_25,1
1153,Female,20,Caucasian,0,0,0,1,F,False,18,1,18_to_25,1
6248,Male,34,Caucasian,0,0,0,3,F,False,2,0,25_to_45,1
7722,Female,23,African-American,0,0,0,3,F,True,6,1,18_to_25,1
1954,Male,37,Caucasian,0,0,0,1,M,True,1,0,25_to_45,1
3302,Female,25,Caucasian,0,0,0,2,F,False,12,0,25_to_45,1
9146,Female,21,African-American,0,0,0,0,M,False,1,0,18_to_25,1
267,Male,58,Hispanic,0,0,0,0,F,False,1,0,45_to_65,1
7994,Male,37,Hispanic,0,0,0,8,F,True,1,0,25_to_45,1
9311,Female,58,Hispanic,0,0,0,1,F,False,1,0,45_to_65,1
10945,Male,21,African-American,0,0,0,0,F,False,2,1,18_to_25,1
967,Male,27,African-American,0,2,1,18,F,False,1,1,25_to_45,1
5483,Male,44,Caucasian,0,0,0,5,F,False,7,0,25_to_45,1
7278,Female,22,African-American,0,0,0,5,F,True,20,1,18_to_25,1
5548,Female,44,Hispanic,0,0,0,4,F,True,0,0,25_to_45,1
2550,Male,33,Caucasian,0,0,0,0,F,False,0,0,25_to_45,1
4207,Male,36,African-American,0,0,0,10,F,True,33,1,25_to_45,1
3348,Male,35,Caucasian,0,0,0,7,F,False,77,0,25_to_45,1
37,Male,27,African-American,0,0,0,8,F,False,18,0,25_to_45,1
4430,Male,25,Hispanic,0,0,0,2,M,True,2,0,25_to_45,1
6078,Female,28,Caucasian,0,0,0,0,F,False,1,0,25_to_45,1
10881,Male,36,Hispanic,1,0,0,20,F,False,222,1,25_to_45,1
9115,Male,58,Caucasian,0,0,0,7,F,True,186,0,45_to_65,1
411,Female,41,African-American,0,0,0,2,M,False,1,0,25_to_45,1
3978,Female,24,Caucasian,0,0,0,1,F,False,0,0,18_to_25,1
3636,Female,54,African-American,0,0,0,7,F,False,19,0,45_to_65,1
9169,Male,33,Other,0,0,0,2,F,False,1,0,25_to_45,1
8282,Male,21,Hispanic,1,0,0,1,F,True,56,1,18_to_25,1
3605,Male,44,African-American,0,0,0,0,F,False,2,0,25_to_45,1
8996,Male,22,African-American,0,0,0,1,F,False,2,0,18_to_25,1
10118,Male,55,Hispanic,0,0,0,0,M,False,1,0,45_to_65,1
2890,Female,52,African-American,0,0,0,21,F,True,20,0,45_to_65,1
3725,Male,23,African-American,0,0,2,4,F,False,1,1,18_to_25,1
6450,Male,34,African-American,0,0,0,1,F,False,2,0,25_to_45,1
6242,Female,54,Caucasian,0,0,0,0,M,False,30,0,45_to_65,1
4697,Male,23,African-American,0,0,0,0,M,False,13,0,18_to_25,1
1234,Male,52,African-American,0,0,0,7,M,False,0,0,45_to_65,1
2918,Female,25,Hispanic,0,0,0,4,F,True,37,0,25_to_45,1
10408,Male,30,Hispanic,0,0,0,0,M,False,2,0,25_to_45,1
2742,Female,27,Caucasian,0,0,0,3,F,True,89,0,25_to_45,1
4311,Male,27,African-American,2,0,0,6,M,False,1,1,25_to_45,1
8684,Male,30,African-American,0,0,0,0,F,False,4,0,25_to_45,1
7236,Male,75,Hispanic,0,0,0,1,F,False,103,0,65_and_over,1
7403,Male,29,African-American,0,0,0,6,F,True,151,0,25_to_45,1
7989,Male,22,African-American,0,0,0,3,F,True,2,0,18_to_25,1
8149,Male,27,Caucasian,0,0,0,3,M,False,4,0,25_to_45,1
7249,Female,26,African-American,0,0,0,1,F,False,3,0,25_to_45,1
9452,Male,28,African-American,0,0,1,12,M,False,2,0,25_to_45,1
1594,Female,21,African-American,0,0,0,0,M,False,2,0,18_to_25,1
4048,Male,33,Caucasian,0,0,0,3,F,True,15,1,25_to_45,1
4789,Male,37,African-American,0,0,0,10,F,True,1,0,25_to_45,1
7686,Male,48,Other,0,0,0,1,F,False,22,0,45_to_65,1
7820,Male,30,African-American,0,0,0,4,M,True,2,0,25_to_45,1
8065,Male,28,African-American,0,0,0,4,M,True,1,0,25_to_45,1
286,Male,32,African-American,0,0,0,13,F,True,98,1,25_to_45,1
5209,Male,26,Caucasian,0,0,0,0,F,False,1,0,25_to_45,1
7028,Male,36,Caucasian,0,0,0,5,F,True,1,0,25_to_45,1
2868,Male,24,Caucasian,0,0,0,0,M,False,0,0,18_to_25,1
5880,Male,25,African-American,0,0,0,0,F,False,1,0,25_to_45,1
10364,Male,20,Other,0,0,0,1,F,True,36,1,18_to_25,1
5293,Female,32,African-American,0,0,0,11,F,False,1,0,25_to_45,1
4949,Male,46,Caucasian,0,0,0,4,F,False,2,0,45_to_65,1
10084,Male,46,Caucasian,0,0,0,5,F,False,0,0,45_to_65,1
9918,Male,34,Caucasian,0,0,0,1,M,False,1,0,25_to_45,1
3939,Male,26,African-American,1,0,0,3,F,True,4,1,25_to_45,1
1349,Male,43,Hispanic,0,0,0,0,M,False,1,0,25_to_45,1
5335,Male,52,Caucasian,0,0,0,7,F,False,1,0,45_to_65,1
7159,Male,34,Hispanic,0,0,0,1,F,False,5,0,25_to_45,1
3860,Male,53,Caucasian,0,0,0,0,M,False,2,0,45_to_65,1
9672,Male,48,African-American,0,0,0,4,F,False,1,1,45_to_65,1
8296,Female,32,Caucasian,0,0,0,2,M,False,0,0,25_to_45,1
5885,Male,46,Caucasian,0,0,0,2,F,True,3,0,45_to_65,1
4508,Female,26,African-American,0,0,0,3,F,False,1,0,25_to_45,1
906,Female,24,Caucasian,0,0,1,0,F,False,1,0,18_to_25,1
2014,Male,30,Caucasian,0,0,0,0,M,False,1,0,25_to_45,1
1446,Male,35,Caucasian,0,0,0,2,F,False,1,0,25_to_45,1
7946,Male,24,Caucasian,0,0,0,0,F,False,16,0,18_to_25,1
8881,Male,40,African-American,0,0,0,0,F,True,5,1,25_to_45,1
3274,Male,21,African-American,0,0,0,0,F,False,2,0,18_to_25,1
5542,Female,30,African-American,0,0,0,0,M,False,1,0,25_to_45,1
5530,Male,30,African-American,0,0,0,1,F,False,48,0,25_to_45,1
4643,Male,32,African-American,0,1,3,12,M,True,2,1,25_to_45,1
9817,Male,26,African-American,0,0,0,2,F,True,22,0,25_to_45,1
8759,Female,36,African-American,0,0,0,4,F,False,1,0,25_to_45,1
10043,Female,49,Caucasian,0,0,0,0,F,False,0,0,45_to_65,1
4488,Male,23,Hispanic,0,0,0,3,F,True,4,0,18_to_25,1
5323,Male,37,African-American,0,0,0,4,F,False,1,0,25_to_45,1
6616,Male,28,Caucasian,0,0,0,1,M,True,1,0,25_to_45,1
4137,Male,23,Caucasian,0,0,0,3,M,False,36,1,18_to_25,1
5191,Male,23,Other,0,0,0,0,M,True,5,1,18_to_25,1
7969,Male,22,Hispanic,0,0,0,0,F,False,1,0,18_to_25,1
8754,Male,32,Caucasian,0,0,0,3,F,False,121,0,25_to_45,1
4800,Female,30,African-American,0,3,2,10,F,True,1,1,25_to_45,1
1615,Female,38,Caucasian,0,0,0,0,F,False,2,0,25_to_45,1
8876,Male,29,African-American,0,0,0,7,F,False,3,0,25_to_45,1
1412,Male,47,Hispanic,0,0,0,0,M,False,2,0,45_to_65,1
7973,Male,25,African-American,0,0,0,0,M,False,1,0,25_to_45,1
2159,Male,52,Caucasian,0,0,0,2,M,False,2,0,45_to_65,1
9332,Male,22,African-American,0,0,0,0,F,False,3,0,18_to_25,1
6633,Male,30,Caucasian,0,0,0,3,F,False,71,0,25_to_45,1
2478,Male,25,African-American,0,0,0,0,F,False,2,0,25_to_45,1
3403,Male,34,African-American,0,0,0,5,F,True,6,0,25_to_45,1
6608,Male,32,Caucasian,0,0,0,5,F,False,56,1,25_to_45,1
5505,Male,60,African-American,0,0,0,0,F,False,219,0,45_to_65,1
2047,Male,26,African-American,0,0,0,6,M,True,1,0,25_to_45,1
9494,Male,28,Caucasian,0,0,0,0,F,False,54,0,25_to_45,1
789,Male,33,African-American,0,0,0,2,M,False,1,0,25_to_45,1
7451,Male,63,Caucasian,0,0,0,1,M,False,0,0,45_to_65,1
7479,Male,24,Caucasian,0,0,0,0,F,False,16,1,18_to_25,1
